og_record_id,title_en,title_fr,department_en,department_fr,department_code,record_released,record_modified,date_published,keywords,homepage,portal_url_en,portal_url_fr,resource_count,submission_count_estimate,has_json
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Algorithmic Impact Assessment - CBSA Assessment and Revenue Management (CARM),L'évaluation de l'incidence algorithmique - Gestion des cotisations et des recettes de l'ASFC (GCRA),Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,2025-12-09,2025-12-09,2025-12-08 00:00:00,Algorithmic Impact Assessment; CBSA Assessment and Revenue Management; Duties and taxes; Accounting; Commercial Importations; Compliance,,https://open.canada.ca/data/en/dataset/44fe9b0d-d730-43cf-ba7e-d952d55f88f2,https://open.canada.ca/data/fr/dataset/44fe9b0d-d730-43cf-ba7e-d952d55f88f2,2,1,N
c088f841-2d79-4c7e-9281-cc65cbae1b06,Algorithmic Impact Assessment – Pre-load Air Cargo Targeting,Évaluation d'incidence algorithmique – Ciblage du fret aérien préalable au chargement,Transport Canada,Transports Canada,tc,2024-03-05,2025-12-04,2024-02-29 00:00:00,AIA; AI; Artificial Intelligence; Advanced Analytics; Transport; Aviation; Transport Canada; TC; Pre-loading Advance Cargo Information; PLACI; Pre-load Air Cargo Targeting; PACT,,https://open.canada.ca/data/en/dataset/c088f841-2d79-4c7e-9281-cc65cbae1b06,https://open.canada.ca/data/fr/dataset/c088f841-2d79-4c7e-9281-cc65cbae1b06,5,1,Y
eed746a8-a682-47c2-86b1-b427398fa2e2,Algorithmic Impact Assessment - Export Compliance Dashboard,L'évaluation de l'incidence algorithmique - Tableau de bord de conformité des exportations,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,2025-10-24,2025-10-24,2025-10-23 00:00:00,Algorithmic Impact Assessment; Export Compliance Dashboard; noncompliance; shipments,,https://open.canada.ca/data/en/dataset/eed746a8-a682-47c2-86b1-b427398fa2e2,https://open.canada.ca/data/fr/dataset/eed746a8-a682-47c2-86b1-b427398fa2e2,2,1,N
1257e5c1-243f-4ab8-be42-e7433c8ebe70,Assessments - Passport Program Facial Recognition System,Évaluations - Système de reconnaissance faciale du Programme de passeport,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,2025-08-20,2025-08-20,2025-08-20 00:00:00,Algorithmic Impact Assessment; AIA; Automation; Passport; IRCC; GBA+; Gender-based Analysis Plus; GBA Plus; Peer Review; Facial recognition; FR,,https://open.canada.ca/data/en/dataset/1257e5c1-243f-4ab8-be42-e7433c8ebe70,https://open.canada.ca/data/fr/dataset/1257e5c1-243f-4ab8-be42-e7433c8ebe70,5,1,Y
b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,Automate the review of non-complex applications for Temporary Resident Visas and Work Permits made under the Canada-Ukraine Authorization for Emergency Travel (CUAET),Automatiser l'examen des demandes non complexes de visa de résident temporaire et de permis de travail faites dans le cadre de l'Autorisation de voyage d'urgence Canada-Ukraine (AVUCU),"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,2023-01-11,2025-07-29,2022-12-01 00:00:00,Algorithmic Impact Assessment; AIA; Automation; CUAET; Canada Ukraine Authorization for Emergency Travel; Ukraine; Immigration; IRCC; Peer Review; GBA+; Gender-based Analysis Plus; GBA Plus,,https://open.canada.ca/data/en/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,https://open.canada.ca/data/fr/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,7,1,Y
d24ae2dd-8399-4b49-8441-3e0318aaf69a,Algorithmic Impact Assessment - Repayment Assistance Plan – Enhanced Verification Model,Évaluation de l'incidence algorithmique - le Programme d'aide au remboursement - Modèle de vérification amélioré,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,2025-05-16,2025-06-10,2025-05-15 00:00:00,Algorithmic Impact Assessment; Repayment Assistance Plan; Assessment; Canada Student Grants and Loans; Canada Student Financial Assistance Program,,https://open.canada.ca/data/en/dataset/d24ae2dd-8399-4b49-8441-3e0318aaf69a,https://open.canada.ca/data/fr/dataset/d24ae2dd-8399-4b49-8441-3e0318aaf69a,4,1,Y
b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80,Algorithmic Impact Assessment - Temporary Foreign Worker Program Case Selection Algorithm,Évaluation de l'incidence algorithmique - Algorithme de sélection des cas du Programme des travailleurs étrangers temporaires,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,2025-06-06,2025-06-06,2025-05-28 00:00:00,Algorithmic Impact Assessment; Temporary foreign worker program; TFWP; TFW; Labour,,https://open.canada.ca/data/en/dataset/b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80,https://open.canada.ca/data/fr/dataset/b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80,4,1,Y
f028d40f-3c0e-4a36-8a38-fe18d7aaaa32,Passport Automated Decision-Making in IRCC’s Global Case Management System (GCMS),Le processus décisionnel automatisé dans le Système mondial de gestion des cas (SMGC) d’IRCC,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,2024-04-25,2025-06-02,2022-10-27 00:00:00,Algorithmic Impact Assessment; AIA; Automation; Passport Program Modernization Initiative; PPMI; automated processing; Global Case Management System; GCMS; Gender Based Analysis Plus; GBA Plus: Automation; Passport Program Modernization Initiative (PPMI); Gender; Age; Official Language of passport application,,https://open.canada.ca/data/en/dataset/f028d40f-3c0e-4a36-8a38-fe18d7aaaa32,https://open.canada.ca/data/fr/dataset/f028d40f-3c0e-4a36-8a38-fe18d7aaaa32,6,1,Y
240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378,Algorithmic Impact Assessment – Integrity trends analysis tool ,Évaluation d'incidence algorithmique -  Outil d’analyse des tendances en matière d’intégrité,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,2022-12-28,2025-03-28,2022-12-28 00:00:00,Algorithmic Impact Assessment; AIA; ITAT; Automation; Immigration; IRCC; GBA+,,https://open.canada.ca/data/en/dataset/240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378,https://open.canada.ca/data/fr/dataset/240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378,5,1,Y
71b309a0-efd2-4e85-8124-37e935c23aef,Algorithmic Impact Assessment Results - Administrative Activities Support Tool,Résultats de l'évaluation de l'incidence algorithmique - Outil du soutien aux activités administratives,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,2025-03-28,2025-03-28,2025-03-28 00:00:00,Algorithmic Impact Assessment; AIA; Automation; Immigration; IRCC; AAST; Administrative automation; Administrative Activities Support Tool,,https://open.canada.ca/data/en/dataset/71b309a0-efd2-4e85-8124-37e935c23aef,https://open.canada.ca/data/fr/dataset/71b309a0-efd2-4e85-8124-37e935c23aef,3,1,Y
061ee9d1-a04a-4590-a381-df8527390f68,"GC HR and Pay - Algorithmic Impact Assessment (AIA), Leveraging Artificial Intelligence (AI) for backlog reduction: AI assistant prototype","RH et paye du GC - L’évaluation de l’incidence algorithmique,  Tirer parti de l’intelligence artificielle (IA) pour réduire les retards : prototype d’assistant IA",Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,2024-04-18,2025-03-05,2024-04-17 00:00:00,Algorithmic Impact Assessment; AIA; AI; Artificial Intelligence; GC HR and Pay; transparency by design,,https://open.canada.ca/data/en/dataset/061ee9d1-a04a-4590-a381-df8527390f68,https://open.canada.ca/data/fr/dataset/061ee9d1-a04a-4590-a381-df8527390f68,10,1,Y
01396e33-2c69-47e5-9381-32e717943b96,Algorithmic Impact Assessment – Advanced Analytics Triage of Visitor Record Applications,Évaluation de l'incidence algorithmique – Triage au moyen de l’analytique avancée des demandes de fiche du visiteur,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,2022-10-07,2025-02-21,2022-10-07 00:00:00,Algorithmic Impact Assessment; AIA; Automation; Immigration; IRCC; Advanced Analytics; Visitor Record Applications; Peer Review,,https://open.canada.ca/data/en/dataset/01396e33-2c69-47e5-9381-32e717943b96,https://open.canada.ca/data/fr/dataset/01396e33-2c69-47e5-9381-32e717943b96,5,1,Y
6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,Algorithmic Impact Assessment - Advanced Analytics Triage of Overseas Temporary Resident Visa Applications,Évaluation d'incidence algorithmique - le Triage au moyen de l’analyse avancée des demandes de visa de résident temporaire présentées depuis l’étranger,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,2022-01-21,2025-01-27,2022-01-21 00:00:00,AIA; IA; Artificial Intelligence; Algorithmic Impact Assessment; IRCC; CIC; Immigration; Citizenship and Immigration Canada; Immigration Refugees and Citizenship Canada; Peer review; Automation; Temporary Resident Visa; TRV,,https://open.canada.ca/data/en/dataset/6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,https://open.canada.ca/data/fr/dataset/6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,5,1,Y
7612202f-1530-41ce-80c7-6e121f5fcadc,Algorithmic Impact Assessments Results - Voice 2 Text application,Résultats des évaluations algorithmiques de l’impact - application voix en texte,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,2024-12-20,2024-12-23,2024-12-19 00:00:00,Algorithmic Impact Assessment; AIA; Voice 2 Text; Artificial Intelligence; AI; Translation; Transcription; Audio; File; RCMP; Royal Canadian Mounted Police.,,https://open.canada.ca/data/en/dataset/7612202f-1530-41ce-80c7-6e121f5fcadc,https://open.canada.ca/data/fr/dataset/7612202f-1530-41ce-80c7-6e121f5fcadc,2,1,N
123aefbb-c9cb-4243-9be3-7f901daf13f7,Old Age Security Extended Absence Leave Prioritization,Priorisation des absences prolongées pour la Sécurité de la vieillesse,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,2024-12-10,2024-12-10,2024-12-10 00:00:00,Old Age Security; Automated Decision Making; Service Canada; OAS,,https://open.canada.ca/data/en/dataset/123aefbb-c9cb-4243-9be3-7f901daf13f7,https://open.canada.ca/data/fr/dataset/123aefbb-c9cb-4243-9be3-7f901daf13f7,3,1,Y
cea9985f-5e0f-425e-9b7e-e1d122272c56,Algorithmic Impact Assessment - ATIP Online Request Service, Évaluation d'impact algorithmique - Service de demande d’AIPRP en ligne,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,2020-01-31,2024-11-23,2018-10-05 00:00:00,Artificial Intelligence; ATIP,,https://open.canada.ca/data/en/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56,https://open.canada.ca/data/fr/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56,12,4,Y
f95dbd40-1236-428c-acd1-25b7559686be,Family Class Spouses and Partners Overseas Applications,Demandes des époux et des conjoints de la catégorie du regroupement familial à l’étranger,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,2024-05-30,2024-11-22,2024-05-30 00:00:00,Algorithmic Impact Assessment; AIA; Automation; Immigration; IRCC; Peer Review; Overseas Spouse or Partner Advanced Analytics Project,,https://open.canada.ca/data/en/dataset/f95dbd40-1236-428c-acd1-25b7559686be,https://open.canada.ca/data/fr/dataset/f95dbd40-1236-428c-acd1-25b7559686be,5,1,Y
b4a417f7-5040-4328-9863-bb8bbb8568c3,International Experience Canada Work Permit Eligibility Model,Modèle de recevabilité du permis de travail d’Expérience internationale Canada,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,2023-11-07,2024-11-22,2024-02-09 00:00:00,Algorithmic Impact Assessment; AIA; Automation; GBA+; Gender-based Analysis Plus; GBA Plus; Immigration; IRCC; International Experience Canada Work Permit Eligibility Model; Peer Review,,https://open.canada.ca/data/en/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3,https://open.canada.ca/data/fr/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3,7,1,Y
d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534,Algorithmic Impact Assessment - Spouse or Common-Law Partner in Canada Advanced Analytics,Évaluation d'incidence algorithmique - Analytique avancée pour les époux ou conjoints de fait au Canada,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,2021-08-05,2024-11-22,2021-07-14 00:00:00,Algorithmic Impact Assessment; AIA; Automation; Immigration; IRCC; Spouse or Common-Law Partner in Canada Advanced Analytics Project,,https://open.canada.ca/data/en/dataset/d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534,https://open.canada.ca/data/fr/dataset/d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534,4,1,Y
ad4be3b8-ac97-4dc1-8dd8-231239d018f2,Algorithmic Impact Assessment - Automation Tools to Help Process Privately Sponsored Refugee Applications,Évaluation d'incidence algorithmique  - Utilisation d’outils d’automatisation pour faciliter le traitement des demandes de réfugiés parrainés par le secteur privé,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,2022-12-16,2024-11-22,2022-12-16 00:00:00,Algorithmic Impact Assessment; AIA; Automation; Immigration; Private Sponsorship of Refugees Program; IRCC,,https://open.canada.ca/data/en/dataset/ad4be3b8-ac97-4dc1-8dd8-231239d018f2,https://open.canada.ca/data/fr/dataset/ad4be3b8-ac97-4dc1-8dd8-231239d018f2,3,1,Y
04556b29-284a-4d2b-8076-928476d64553,Algorithmic Impact Assessment - Automated Triage and Positive Eligibility Determinations of In-Canada Work Permit Applications,Évaluation de l'incidence algorithmique - Triage et déterminations positives de la recevabilité automatisés des demandes de permis de travail pour les demandeurs au Canada,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,2023-09-25,2024-11-22,2023-09-15 00:00:00,Algorithmic Impact Assessment; AIA; Automation; Immigration; IRCC; Post-Graduate Work Permits; PGWP; Work Permit Extensions; WP-EXT,,https://open.canada.ca/data/en/dataset/04556b29-284a-4d2b-8076-928476d64553,https://open.canada.ca/data/fr/dataset/04556b29-284a-4d2b-8076-928476d64553,3,1,Y
aafdfbcd-1cdb-4913-84d5-a03df727680c,Algorithmic Impact Assessment Results - Automation Development to Support Disability Benefit Decision Making,Résultats de l'évaluation de l'incidence algorithmique - Développement de l’automatisation à l’appui de la prise de décisions en matière de prestations d’invalidité,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,2024-01-08,2024-11-21,2023-12-22 00:00:00,AIA; Algorithmic Impact Analysis; Disability Benefit,,https://open.canada.ca/data/en/dataset/aafdfbcd-1cdb-4913-84d5-a03df727680c,https://open.canada.ca/data/fr/dataset/aafdfbcd-1cdb-4913-84d5-a03df727680c,3,1,Y
89898244-aaae-4591-ba9b-fe5cd81d5924,Algorithmic Impact Assessment Results - Griffeye Tool,Résultats de l'évaluation de l'incidence algorithmique - Outil Griffeye,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,2024-03-26,2024-11-21,2024-03-26 00:00:00,Algorithmic Impact Assessment; AIA; Griffeye; Online Child Sexual Exploitation; RCMP; Royal Canadian Mounted Police,,https://open.canada.ca/data/en/dataset/89898244-aaae-4591-ba9b-fe5cd81d5924,https://open.canada.ca/data/fr/dataset/89898244-aaae-4591-ba9b-fe5cd81d5924,2,1,N
52b8574d-5c95-463b-b375-8edd092cea30,Using artificial intelligence (AI) to automate candidate evaluations in the staffing process's assessment phase,Processus de dotation avec la plateforme Knockri : un outil d’évaluation des candidatures,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,2024-02-28,2024-11-21,2024-02-28 00:00:00,Algorithmic Impact Assessment; AIA; Treasury Board of Canada Secretariat; Staffing,,https://open.canada.ca/data/en/dataset/52b8574d-5c95-463b-b375-8edd092cea30,https://open.canada.ca/data/fr/dataset/52b8574d-5c95-463b-b375-8edd092cea30,3,1,Y
6b429c8e-ee5b-451a-883f-b6180ada9286,Algorithmic Impact Assessment - Employment Insurance Machine Learning Workload,Évaluation de l'incidence  algorithmique - Utilisation de l'Apprentissage Automatique pour réduire les inventaires du programme de l'Assurance emploi,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,2024-04-16,2024-11-21,2024-04-15 00:00:00,EI; Employment Insurance; Machine Learning; random forest,,https://open.canada.ca/data/en/dataset/6b429c8e-ee5b-451a-883f-b6180ada9286,https://open.canada.ca/data/fr/dataset/6b429c8e-ee5b-451a-883f-b6180ada9286,3,1,Y
24d2cab2-6a0d-4234-9239-b6ce102ebabd,Reducing Employment Insurance Backlog: A Machine Learning Approach,Réduction de l'arriéré de l'Assurance-Emploi grâce à l'Intelligence Artificielle,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,2023-06-28,2024-11-21,2023-06-16 00:00:00,AIA; AIA; Artificial Intelligence; EI; Machine Learning; Random Forest; ERB,,https://open.canada.ca/data/en/dataset/24d2cab2-6a0d-4234-9239-b6ce102ebabd,https://open.canada.ca/data/fr/dataset/24d2cab2-6a0d-4234-9239-b6ce102ebabd,3,1,Y
afc17416-3781-422d-a4a9-cc55e3a053c8,Algorithmic Impact Assessment - ArriveCAN Proof of Vaccination Recognition,Évaluation de l'incidence algorithmique - Reconnaissance de preuve de vaccination d'ArriveCAN,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,2021-10-27,2024-11-21,2021-10-15 00:00:00,AIA; AI; Artificial Intelligence,,https://open.canada.ca/data/en/dataset/afc17416-3781-422d-a4a9-cc55e3a053c8,https://open.canada.ca/data/fr/dataset/afc17416-3781-422d-a4a9-cc55e3a053c8,3,1,Y
5423054a-093c-4239-85be-fa0b36ae0b2e,Algorithmic Impact Assessment,Évaluation d'incidence algorithmique,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,2020-01-30,2024-11-21,2019-03-08 00:00:00,AIA; AI; Artificial Intelligence,,https://open.canada.ca/data/en/dataset/5423054a-093c-4239-85be-fa0b36ae0b2e,https://open.canada.ca/data/fr/dataset/5423054a-093c-4239-85be-fa0b36ae0b2e,4,1,N
9addf54a-7148-459f-b785-0e240414ef7f,Algorithmic Impact Assessment Results - Mental Health Benefit,Résultats de l'évaluation de l'incidence algorithmique - Avantages pour la santé mentale,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,2022-12-09,2024-11-20,2022-10-26 00:00:00,AIA; Algorithmic Impact Analysis; Mental Health Benefit,,https://open.canada.ca/data/en/dataset/9addf54a-7148-459f-b785-0e240414ef7f,https://open.canada.ca/data/fr/dataset/9addf54a-7148-459f-b785-0e240414ef7f,3,1,Y
